User,Gender,Handedness,Feature1_1,Feature1_2,Feature1_3,Feature1_4,Feature1_5,Feature1_6,Feature1_7,Feature1_8,Feature1_9,Feature1_10Feature2_1,Feature2_2,Feature2_3,Feature2_4,Feature2_5,Feature2_6,Feature2_7,Feature2_8,Feature2_9,Feature2_10Feature3_1,Feature3_2,Feature3_3,Feature3_4,Feature3_5,Feature3_6,Feature3_7,Feature3_8,Feature3_9,Feature3_10Feature4_1,Feature4_2,Feature4_3,Feature4_4,Feature4_5,Feature4_6,Feature4_7,Feature4_8,Feature4_9,Feature4_10
alexis,male,right,11109567,20612959,20087811,11187057,28414680,25362537,25048497,14761872,16555932,14744705,10201049,21414495,19687148,9714067,28880629,27550296,23871175,14646349,14748334,16162122,2316576,12728486,11401802,2901711,21602324,18084232,15582434,6473131,8382713,8379085,7884472,8686009,8285345,6812355,7278304,9466063,8288741,8173218,6365620,7783037
alexis,male,right,12099354,20719094,18808856,10104865,18351834,18797837,15151861,16662089,16257887,16175392,9205072,20794782,18693013,8357148,20024706,19698255,14818324,15155139,15249397,19222367,893436,12407458,10421532,1833385,11828071,10601201,6054807,7898572,9001320,9927316,8311635,8387324,8271480,6523763,8196635,9097053,8763517,7256567,6248076,9295051
alexis,male,right,11208602,21216239,18172013,12423310,19708615,38588825,28379579,19984859,15786099,18639713,9477046,21416009,18957126,11108361,19734695,40093569,27560234,19821560,16164081,18273957,1891495,13630688,10386692,3852875,12453130,31307260,19593270,12017896,7982435,10458067,7585551,7785321,8570434,7255485,7281564,8786309,7966963,7803664,8181645,7815889
alexis,male,right,17709014,20714047,17772283,11645856,12736628,27541265,13629695,9203826,18249653,16304054,16168833,22316223,17182156,9869429,13865434,25930932,15901802,9144353,16812203,18177946,8881002,13426216,8882277,3345977,6213176,19889007,7587770,889794,9995094,9486946,7287830,8890006,8299879,6523451,7652258,6041925,8314032,8254559,6817108,8691000
alexis,male,right,9906709,20430464,18057133,7981741,14867221,16143335,19795621,13909099,17708593,13747303,9660497,20844613,17661426,6453233,16389525,15654778,20486857,13235310,15679022,18276075,1908752,12678718,9891239,211553,8625542,8379352,12520195,5942437,10415721,8484002,7751745,8165894,7770187,6241679,7763983,7275426,7966661,7292872,5263301,9792072
alexis,male,right,9210960,20206336,18799388,9378855,18493994,17143695,18010993,7586949,16222486,16184839,8882988,20412742,18382299,8076777,17676798,22392615,14888260,7066947,17173739,16754403,1295037,12618384,11005030,2001587,12418804,11885701,7504079,202768,9358306,8369407,7587951,7794357,7377268,6075190,5257994,10506914,7384180,6864179,7815432,8384996
alexis,male,right,16152461,20422582,18253450,9911604,16331583,14263127,18206176,7965935,16975076,14140231,14162523,21318592,19196798,8085174,14421295,16686396,18166539,6076105,16836707,17481094,6893459,13153519,10088377,803183,9049592,8891424,10411204,210601,11109572,8413096,7269063,8165073,9108421,7281990,5371703,7794971,7755334,5865504,5727135,9067997
alexis,male,right,15689120,20301078,17701585,7055549,16961070,17782879,17059898,15260503,15656954,16667193,14758704,20695486,17669839,5032937,19017336,16158444,18184437,14237040,16160407,18683249,6860000,12402374,9408473,16464023,10722316,9487859,10389313,7465379,8885293,9392079,7898704,8293111,1205816,6238754,8295019,6670585,7795124,6771661,7275114,9291170
alexis,male,right,8587176,19797910,18685513,12121996,22299989,14079296,14013941,12097691,18309683,15155949,9097440,20799340,19189902,10103525,23032723,13744189,15128875,11629916,17277025,16656580,1812393,12512862,10399035,3331129,15527593,6574166,6843918,3812734,10492502,8371426,7285047,8286478,8790866,6772395,7505130,7170023,8284956,7817181,6784523,8285153
alexis,male,right,10218101,19583010,18856438,4688215,18172683,12801262,16087368,9203920,19081259,14747487,11081211,18710454,16967452,5058017,19185683,14145267,15252749,8885977,17377913,17948453,2427466,10929265,11075249,15763464,11910677,5526256,7468357,1419528,11614809,8984383,8653745,7781189,1203988,6262006,7275006,8619011,7784391,7466449,5763103,8964070
